user,item,Time
2036,8835,"03 20, 2015"
3000,5568,"07 14, 2012"
6089,6174,"08 25, 2014"
13786,7746,"01 16, 2014"
4045,4056,"09 15, 2014"
10496,4438,"02 17, 2014"
12201,11128,"07 3, 2017"
1153,15057,"08 15, 2013"
7680,12078,"02 25, 2016"
12157,7036,"07 5, 2013"
12153,5880,"03 13, 2017"
2712,11398,"06 17, 2014"
7606,10611,"10 28, 2014"
9323,3997,"08 9, 2010"
9052,5643,"07 10, 2013"
212,5721,"12 7, 2013"
2470,5680,"03 3, 2017"
1425,11245,"10 16, 2015"
10660,6374,"09 29, 2012"
757,6126,"07 2, 2003"
3181,5478,"12 9, 2014"
1358,4106,"01 3, 2015"
14276,11214,"05 17, 2015"
7424,8002,"08 11, 2014"
10773,6041,"08 5, 2016"
3411,13029,"08 30, 2013"
10846,6944,"12 11, 2014"
14408,12737,"11 22, 2016"
5059,11475,"11 7, 2014"
12995,11168,"01 1, 2018"
7528,5678,"04 12, 2014"
5458,9621,"07 14, 2013"
2331,2503,"12 8, 2010"
7032,4978,"03 3, 2013"
3042,1467,"02 5, 2016"
598,3124,"07 17, 2014"
10474,14578,"04 8, 2018"
7743,10562,"06 15, 2016"
7762,915,"04 29, 2016"
7414,10871,"08 1, 2013"
11095,6606,"02 25, 2017"
1506,1655,"05 15, 2013"
11637,4402,"03 18, 2014"
9996,4191,"08 11, 2017"
8030,10315,"04 17, 2014"
3074,4178,"08 19, 2017"
1432,2060,"10 31, 2017"
12708,12932,"07 26, 2017"
3473,6864,"07 14, 2017"
12184,11954,"03 4, 2015"
6110,1811,"12 21, 2012"
13575,5094,"08 2, 2016"
9905,6748,"05 24, 2015"
5409,8319,"10 24, 2016"
32,3298,"07 27, 2013"
2903,4375,"02 28, 2013"
2667,2397,"11 19, 2013"
482,446,"01 4, 2015"
495,1784,"09 24, 2002"
15131,8455,"08 24, 2017"
14202,12336,"12 6, 2015"
6590,14752,"05 22, 2017"
980,2596,"08 29, 2013"
5763,2125,"03 21, 2014"
7538,3217,"07 11, 2016"
8994,7069,"07 7, 2014"
7732,3036,"11 21, 2015"
2367,8303,"11 23, 2015"
1519,1982,"07 11, 2015"
14666,9227,"02 20, 2015"
2070,2010,"03 23, 2009"
2308,197,"09 25, 2016"
4425,1811,"08 5, 2016"
4582,4942,"10 2, 2013"
7455,12850,"05 22, 2017"
10830,2102,"09 12, 2017"
5670,6184,"11 6, 2016"
2041,11857,"04 4, 2015"
14297,10227,"08 2, 2017"
4816,5595,"08 3, 2013"
8447,4550,"12 14, 2016"
4163,1654,"02 10, 2014"
13495,4720,"03 12, 2015"
9221,6302,"06 8, 2015"
578,2787,"12 28, 2011"
9407,6960,"11 13, 2012"
11918,6004,"10 25, 2017"
6131,2658,"02 16, 2016"
11030,9568,"06 11, 2014"
6666,1509,"07 5, 2013"
8164,4532,"11 20, 2015"
3917,4919,"12 21, 2016"
10934,3998,"12 31, 2016"
3651,234,"03 14, 2015"
2104,6041,"10 29, 2015"
8113,13477,"09 26, 2015"
6283,6497,"12 1, 2013"
2669,1834,"09 6, 2014"
1013,3908,"11 5, 2004"
7866,9633,"10 10, 2016"
4549,11842,"06 14, 2015"
6859,6187,"08 8, 2014"
2623,945,"05 3, 2016"
12298,5642,"07 2, 2011"
5113,1274,"01 16, 2016"
2307,7811,"04 24, 2013"
8967,11680,"11 17, 2016"
13353,14823,"03 12, 2016"
5370,3491,"02 14, 2016"
14412,8356,"11 18, 2016"
3687,8491,"09 1, 2017"
2681,1582,"07 27, 2010"
4550,7818,"08 30, 2016"
4093,6503,"06 9, 2015"
14815,14624,"12 29, 2014"
9775,4431,"07 6, 2013"
127,1376,"08 22, 2016"
9205,4057,"08 7, 2014"
797,3710,"07 14, 2013"
12331,4179,"10 20, 2016"
11672,10202,"01 18, 2015"
14796,11479,"09 30, 2014"
1535,4120,"03 10, 2015"
1506,183,"11 19, 2013"
12163,11840,"08 28, 2016"
8749,13915,"12 17, 2016"
10441,7766,"01 8, 2014"
3681,9745,"03 19, 2014"
3518,1924,"06 26, 2015"
4849,6853,"02 28, 2015"
12580,9890,"04 21, 2013"
931,602,"09 1, 2017"
14554,12413,"07 11, 2016"
9570,9595,"04 10, 2015"
13390,13489,"06 7, 2016"
807,2662,"02 2, 2017"
895,1374,"12 5, 2011"
9755,9871,"11 3, 2013"
12371,8020,"02 20, 2014"
8751,5728,"03 1, 2012"
9052,5052,"06 4, 2015"
12949,7871,"04 19, 2015"
3325,3793,"09 18, 2009"
326,13,"05 11, 2015"
10555,2054,"12 27, 2012"
9507,3811,"10 31, 2015"
2032,6907,"02 18, 2015"
12175,8071,"04 30, 2016"
5462,12517,"06 16, 2016"
5181,11587,"08 15, 2016"
832,5718,"10 21, 2013"
2332,1445,"07 7, 2011"
4647,4057,"07 27, 2014"
7632,5792,"04 15, 2014"
15348,9727,"04 5, 2018"
229,4588,"07 14, 2002"
312,2168,"07 18, 2016"
2910,15072,"06 22, 2010"
10624,7168,"08 22, 2011"
9147,5550,"08 18, 2012"
4843,1100,"09 7, 2017"
4849,3365,"01 1, 2017"
14784,14523,"01 30, 2018"
9701,10040,"12 28, 2012"
5995,7766,"01 26, 2014"
8118,4356,"05 10, 2014"
14672,6674,"03 20, 2018"
11764,14506,"01 8, 2018"
3571,7290,"12 3, 2016"
12368,14122,"04 30, 2015"
12638,12118,"06 27, 2015"
9427,2293,"04 18, 2012"
2114,9061,"12 1, 2015"
6535,6397,"03 19, 2013"
9481,5206,"07 18, 2017"
7685,7334,"03 14, 2017"
10637,9124,"04 26, 2013"
3738,10128,"10 30, 2012"
4130,14637,"08 17, 2014"
512,24,"12 15, 2017"
1662,2326,"07 21, 2017"
4993,384,"10 25, 2016"
10773,10122,"09 1, 2016"
5130,5381,"02 5, 2015"
178,13048,"02 6, 2012"
5382,11209,"08 2, 2015"
7997,7976,"07 23, 2016"
4897,11310,"09 4, 2017"
3365,5510,"03 29, 2016"
13588,5103,"07 25, 2017"
327,13629,"07 5, 2016"
2823,10416,"09 4, 2014"
6418,1654,"03 13, 2015"
3012,5372,"10 17, 2016"
11777,8626,"01 7, 2018"
10332,9495,"04 22, 2014"
6513,13411,"01 5, 2016"
14670,12972,"07 19, 2017"
8042,12258,"11 26, 2017"
12812,5153,"09 5, 2013"
7980,2229,"06 20, 2015"
4699,6383,"07 2, 2015"
13266,5792,"04 11, 2014"
9696,8271,"04 8, 2013"
2925,4640,"08 13, 2013"
521,1578,"05 14, 2015"
3319,7748,"08 21, 2012"
8769,9634,"02 26, 2018"
13427,10076,"02 26, 2015"
366,2193,"03 23, 2013"
797,695,"03 8, 2014"
8496,7893,"02 13, 2014"
3121,177,"06 30, 2013"
11147,11094,"12 22, 2016"
513,1255,"04 27, 2015"
7245,10556,"01 20, 2013"
8451,12323,"11 16, 2016"
12374,7495,"09 30, 2014"
14346,12128,"12 7, 2015"
3126,12724,"11 17, 2016"
5732,2591,"10 8, 2006"
1383,5300,"12 5, 2012"
7424,4289,"03 25, 2014"
6523,10592,"07 21, 2013"
567,279,"05 22, 2014"
2871,166,"03 26, 2013"
4045,4040,"07 21, 2014"
1611,8752,"09 8, 2011"
8100,14648,"07 16, 2017"
8054,8184,"06 25, 2014"
6069,14311,"05 19, 2017"
8407,1424,"06 20, 2015"
1218,5451,"07 18, 2017"
10759,10933,"08 18, 2016"
14461,11829,"03 20, 2017"
14519,13575,"03 31, 2018"
13284,4431,"11 22, 2013"
8930,4016,"11 13, 2017"
11238,10692,"11 25, 2016"
15241,11609,"06 5, 2016"
13409,13494,"05 2, 2017"
11612,11467,"10 16, 2015"
12117,3199,"07 8, 2016"
1379,3061,"08 12, 2013"
14452,7938,"06 18, 2014"
12177,11287,"04 7, 2015"
12092,3198,"11 8, 2016"
10842,5680,"02 19, 2017"
11770,11482,"08 7, 2015"
3619,483,"02 25, 2009"
1699,114,"11 22, 2014"
10590,13422,"03 18, 2016"
10475,8009,"02 8, 2017"
1703,1708,"07 17, 2013"
1059,57,"11 11, 2015"
162,2896,"08 16, 2006"
786,9169,"06 18, 2012"
5858,1653,"11 30, 2013"
948,4794,"02 28, 2016"
13640,10754,"07 8, 2013"
8193,9260,"08 8, 2015"
13466,6908,"03 23, 2018"
12350,3269,"06 27, 2017"
1745,4079,"06 4, 2012"
9856,4114,"02 25, 2015"
13345,10130,"01 3, 2015"
3232,5163,"08 28, 2017"
3173,8850,"08 8, 2014"
271,1528,"08 5, 2011"
11486,2684,"09 4, 2017"
9114,5582,"04 25, 2014"
3682,9614,"04 9, 2016"
5454,1454,"10 8, 2017"
6842,1762,"09 10, 2016"
2737,4285,"10 21, 2014"
2744,12549,"12 17, 2016"
1607,13368,"05 17, 2015"
3335,13945,"10 10, 2014"
15205,9594,"08 12, 2017"
2430,2854,"01 25, 2015"
9345,4157,"02 10, 2016"
3883,3663,"09 12, 2014"
10549,5897,"07 13, 2015"
1486,2658,"05 18, 2011"
1572,7220,"12 9, 2011"
5657,4468,"10 1, 2013"
13616,10296,"09 22, 2014"
11092,2334,"06 29, 2013"
15191,11903,"07 12, 2016"
13692,12701,"01 1, 2017"
14446,13443,"02 20, 2017"
3345,953,"04 3, 2015"
9358,13614,"12 2, 2013"
7870,911,"04 16, 2017"
6494,11647,"11 22, 2016"
14846,12694,"03 18, 2017"
7226,1614,"10 30, 2016"
7625,1768,"04 2, 2016"
13627,8056,"06 14, 2014"
203,2675,"09 4, 2017"
1731,1198,"09 2, 2016"
12358,10414,"01 13, 2015"
2314,641,"08 1, 2015"
13297,4453,"02 8, 2014"
6989,5217,"03 11, 2018"
8084,12638,"11 9, 2016"
5181,11632,"11 12, 2015"
2977,2279,"07 13, 2012"
4974,10207,"08 4, 2014"
271,5259,"09 23, 2011"
13256,5549,"01 12, 2014"
404,2271,"07 21, 2013"
2115,8819,"08 25, 2013"
10847,6810,"10 17, 2016"
2425,4096,"09 23, 2017"
921,169,"09 29, 2014"
2594,8499,"11 6, 2015"
14310,10091,"12 14, 2014"
7992,5075,"11 25, 2016"
941,3907,"08 16, 2015"
7109,8792,"09 20, 2014"
1704,5256,"04 16, 2013"
13334,4431,"06 11, 2013"
13418,10452,"12 6, 2014"
428,8570,"10 10, 2014"
14615,6492,"02 20, 2014"
9377,5543,"04 1, 2013"
11025,7117,"07 23, 2013"
7162,10201,"05 7, 2013"
194,11300,"05 22, 2015"
3770,3611,"01 1, 2010"
8845,5936,"01 9, 2016"
11719,3258,"03 16, 2015"
7422,12015,"05 1, 2015"
5043,4713,"02 12, 2017"
254,2411,"07 28, 2014"
11924,13797,"04 4, 2013"
10516,2343,"09 2, 2016"
4665,3661,"02 12, 2014"
3047,5478,"01 26, 2015"
5078,8807,"12 2, 2014"
9159,12334,"04 25, 2017"
339,222,"01 24, 2016"
4806,6637,"09 30, 2014"
7424,7927,"10 28, 2013"
10620,7047,"10 28, 2014"
13436,11718,"10 28, 2014"
2449,11004,"03 23, 2015"
13940,5503,"06 18, 2013"
12520,7774,"03 13, 2016"
5828,5256,"04 26, 2010"
8342,3811,"03 11, 2016"
7701,10434,"02 18, 2013"
14047,8078,"06 9, 2016"
9536,8727,"06 14, 2011"
2405,10693,"09 19, 2015"
11750,7883,"02 6, 2015"
8376,5232,"11 12, 2016"
10632,7908,"05 21, 2017"
13872,5438,"03 17, 2015"
12493,11692,"02 13, 2015"
15124,14327,"03 16, 2017"
6053,9859,"05 15, 2015"
10097,5864,"07 1, 2016"
2351,2396,"11 11, 2011"
12273,14789,"08 26, 2014"
6533,10375,"02 12, 2014"
5776,532,"12 9, 2017"
7404,11143,"04 19, 2014"
5520,6714,"12 28, 2011"
13944,12941,"06 9, 2017"
445,13893,"05 15, 2015"
9164,12357,"12 21, 2016"
10873,10321,"12 29, 2012"
7936,9586,"04 20, 2017"
5272,426,"03 30, 2013"
3699,218,"06 15, 2017"
14237,12206,"01 30, 2016"
605,2126,"05 26, 2011"
5928,4517,"06 5, 2013"
14475,14319,"02 10, 2017"
9576,13895,"10 27, 2013"
15014,8783,"09 2, 2014"
6585,7519,"08 29, 2014"
12341,4647,"10 2, 2013"
2837,2596,"01 17, 2014"
7960,9759,"11 21, 2016"
5123,14124,"11 24, 2015"
11586,2724,"08 21, 2013"
7532,3316,"03 8, 2013"
10945,5817,"02 28, 2016"
14180,7535,"03 29, 2015"
6268,4757,"04 30, 2015"
4922,13481,"02 4, 2017"
7212,2335,"05 29, 2014"
2269,6226,"08 30, 2017"
7468,14484,"10 22, 2017"
8227,14188,"09 6, 2017"
10906,4941,"04 28, 2014"
7953,9972,"06 26, 2016"
600,1771,"12 21, 2014"
2925,3243,"06 23, 2014"
7683,11790,"12 8, 2014"
7662,10012,"09 18, 2012"
13881,10300,"11 19, 2014"
2258,7656,"08 29, 2015"
9825,11661,"04 2, 2018"
4493,13904,"09 14, 2014"
15044,14394,"08 7, 2017"
3720,1236,"12 31, 2012"
10479,13492,"05 28, 2015"
2559,10884,"11 20, 2015"
11232,4631,"09 27, 2016"
14457,11115,"08 29, 2014"
541,2078,"05 21, 2015"
5746,1651,"07 7, 2013"
5733,5267,"08 11, 2017"
2598,275,"06 25, 2015"
1580,5016,"07 16, 2013"
8524,14841,"04 5, 2014"
11917,14294,"10 27, 2017"
8084,10352,"05 31, 2016"
10218,4034,"04 10, 2015"
2343,10983,"08 4, 2015"
4820,10469,"07 5, 2013"
1724,4085,"12 25, 2015"
6571,678,"09 19, 2013"
8941,2477,"06 19, 2016"
7594,10640,"03 3, 2013"
1648,1795,"09 7, 2014"
8101,5668,"10 30, 2013"
2970,14949,"09 1, 2013"
1959,1633,"03 24, 2010"
2633,10477,"04 21, 2013"
649,462,"10 22, 2013"
2845,4973,"07 23, 2012"
15041,12941,"07 4, 2017"
5982,1805,"07 16, 2014"
3047,4033,"06 6, 2014"
13072,12227,"10 3, 2016"
3633,1753,"01 19, 2017"
5530,3941,"08 29, 2014"
12662,13342,"06 16, 2015"
11584,2722,"03 15, 2013"
1255,2193,"10 6, 2009"
4396,4593,"12 4, 2014"
4565,3975,"08 8, 2007"
13556,4832,"11 8, 2015"
12374,6493,"04 4, 2015"
657,9222,"10 8, 2014"
13260,10943,"10 3, 2013"
12818,11974,"03 11, 2015"
703,4176,"06 18, 2017"
6685,10775,"04 27, 2013"
7725,9558,"11 9, 2015"
8637,1488,"03 26, 2018"
13875,6904,"07 23, 2017"
8287,10063,"05 23, 2016"
7999,11098,"10 20, 2014"
8509,10064,"08 6, 2014"
1622,10520,"11 30, 2017"
9164,1802,"05 15, 2014"
13818,10281,"07 15, 2014"
3680,7028,"04 18, 2015"
11819,4831,"08 22, 2015"
9723,1495,"10 4, 2017"
1330,9345,"04 25, 2014"
11624,14976,"05 24, 2015"
11723,8041,"12 8, 2014"
4794,3692,"04 30, 2012"
9798,11913,"02 14, 2017"
12743,13645,"09 11, 2017"
12478,4215,"09 21, 2013"
12031,5002,"05 14, 2014"
1329,2152,"06 10, 2015"
12605,11049,"01 9, 2014"
13420,12179,"09 1, 2015"
6904,9533,"06 2, 2016"
9795,4924,"04 21, 2013"
1228,3764,"04 26, 2009"
12504,6637,"08 15, 2013"
12806,7748,"11 30, 2011"
15242,11886,"01 13, 2015"
10479,8533,"06 22, 2015"
964,10653,"03 20, 2013"
7980,936,"08 17, 2015"
8723,3807,"09 5, 2017"
2288,2666,"02 6, 2017"
10008,3203,"09 10, 2017"
14230,9240,"03 12, 2014"
3619,2479,"11 5, 2008"
8520,9517,"10 1, 2014"
9417,13559,"07 31, 2016"
11024,6993,"09 19, 2013"
10261,13114,"04 4, 2016"
10675,4669,"12 23, 2014"
12549,14151,"08 5, 2016"
11435,5116,"03 13, 2015"
14043,7847,"04 6, 2018"
1843,6966,"04 11, 2015"
5893,8943,"08 26, 2010"
3098,9762,"07 20, 2014"
13526,8238,"05 1, 2014"
4501,7617,"04 17, 2015"
6499,6710,"08 13, 2013"
7998,11741,"04 23, 2016"
7671,14072,"03 29, 2017"
7310,13856,"03 26, 2018"
3970,13507,"02 21, 2017"
9309,1301,"09 28, 2015"
3525,5218,"02 13, 2018"
10157,5584,"02 23, 2014"
5609,14863,"01 7, 2015"
4598,13782,"11 7, 2014"
3528,1045,"03 14, 2017"
1112,12900,"06 9, 2017"
11872,7797,"12 30, 2012"
1835,8839,"06 27, 2014"
10484,13782,"09 8, 2015"
4250,2709,"03 13, 2018"
13429,13877,"10 24, 2015"
8288,12877,"04 24, 2017"
13509,6629,"10 25, 2014"
51,10133,"10 27, 2016"
5004,775,"04 3, 2015"
1700,8647,"09 18, 2013"
577,2087,"09 3, 2017"
10355,12422,"05 21, 2016"
12879,14181,"01 2, 2017"
2984,13724,"06 7, 2012"
11472,12293,"11 25, 2015"
12457,11116,"12 28, 2016"
11250,7607,"07 30, 2014"
7512,10841,"01 5, 2014"
12666,12368,"02 3, 2016"
5536,7395,"08 20, 2014"
8994,7201,"08 15, 2014"
10384,7625,"05 29, 2015"
14778,7554,"03 3, 2015"
13112,4499,"12 12, 2014"
7041,11428,"09 17, 2014"
2334,848,"10 12, 2014"
13,1256,"04 4, 2010"
3110,3943,"10 3, 2013"
3374,5670,"04 22, 2016"
4525,13538,"11 3, 2014"
2192,10840,"03 3, 2016"
11625,8485,"10 22, 2017"
9034,9586,"09 21, 2017"
2862,3183,"12 21, 2014"
6283,5966,"08 15, 2017"
3947,1977,"05 2, 2017"
10169,11779,"12 12, 2014"
4575,7531,"03 19, 2013"
10711,8892,"09 8, 2016"
7709,12758,"12 31, 2016"
1823,3841,"11 28, 2014"
2471,9745,"02 18, 2013"
1560,5163,"05 20, 2014"
13904,13401,"10 4, 2014"
11497,2648,"07 12, 2016"
12044,3492,"01 16, 2015"
11230,11205,"07 10, 2014"
5832,6081,"12 31, 2011"
13586,7871,"09 13, 2014"
10766,2065,"12 18, 2015"
12182,8626,"06 12, 2017"
7470,3732,"05 1, 2015"
5136,9243,"08 25, 2017"
3519,7208,"03 2, 2016"
9689,9622,"11 22, 2016"
2837,5985,"01 8, 2014"
14232,15027,"04 30, 2018"
1847,531,"01 27, 2014"
6562,695,"01 28, 2014"
12170,13636,"10 23, 2016"
15153,11642,"01 24, 2018"
13753,5659,"03 16, 2014"
10856,8562,"06 6, 2016"
4654,2829,"02 6, 2010"
10255,12356,"03 23, 2018"
1686,11458,"01 24, 2015"
4086,2489,"01 20, 2017"
1744,10414,"11 14, 2012"
7420,11538,"09 2, 2014"
15206,10045,"01 3, 2013"
6132,10492,"02 21, 2014"
9566,2197,"03 4, 2013"
11718,6281,"03 18, 2016"
12346,4932,"12 3, 2017"
7773,8829,"08 6, 2014"
10341,1813,"11 2, 2013"
8994,6555,"10 26, 2016"
9956,9688,"07 27, 2014"
2755,292,"01 3, 2017"
1324,459,"04 9, 2013"
162,4607,"09 29, 2012"
12203,13537,"08 31, 2016"
2087,3256,"12 27, 2012"
5770,12560,"06 16, 2016"
6136,11607,"07 9, 2017"
4593,2048,"07 27, 2005"
5514,5882,"07 5, 2016"
11119,6687,"11 5, 2016"
2295,2073,"09 25, 2013"
11010,9490,"04 17, 2017"
12624,3474,"04 26, 2016"
2709,11710,"10 26, 2014"
1633,481,"05 3, 2009"
5648,13089,"10 23, 2015"
4828,1433,"03 31, 2007"
13826,14267,"07 19, 2016"
10744,6576,"03 28, 2018"
9975,7891,"09 7, 2013"
3021,7329,"05 24, 2016"
4398,9008,"09 14, 2016"
4115,7393,"08 15, 2014"
7736,12745,"07 23, 2017"
3886,8509,"10 3, 2015"
7164,5607,"03 30, 2018"
14441,14166,"03 7, 2016"
9514,5300,"10 31, 2013"
1445,1848,"02 16, 2008"
7951,3462,"06 27, 2014"
8431,1051,"12 23, 2014"
1025,2648,"08 13, 2017"
7736,12203,"09 21, 2016"
3568,12549,"09 25, 2016"
14398,8652,"10 19, 2009"
6841,3761,"11 16, 2015"
13029,8845,"07 30, 2017"
2141,5779,"07 11, 2015"
7425,10983,"08 7, 2015"
934,4723,"12 5, 2014"
11145,14189,"03 9, 2017"
1584,1811,"03 15, 2015"
6478,8740,"11 16, 2010"
397,5849,"08 11, 2017"
13084,4310,"07 14, 2013"
10892,6704,"12 11, 2012"
2081,2987,"03 18, 2009"
6620,1234,"09 6, 2015"
9945,4341,"11 6, 2014"
2470,9456,"10 30, 2014"
5615,5208,"12 13, 2017"
13839,5653,"06 19, 2017"
3546,729,"07 4, 2014"
13387,14441,"10 22, 2017"
7377,13636,"09 22, 2016"
4500,1574,"10 4, 2013"
8994,6464,"09 5, 2013"
12457,15194,"01 14, 2017"
11238,13737,"06 13, 2017"
2317,702,"03 19, 2013"
12109,11472,"02 22, 2015"
11093,13591,"06 28, 2017"
14672,14617,"05 7, 2017"
4769,10050,"05 17, 2014"
1321,9892,"04 22, 2015"
3658,6634,"10 26, 2011"
12713,13521,"11 28, 2017"
4538,11579,"04 28, 2013"
7413,7426,"01 29, 2014"
8072,14546,"03 5, 2018"
14962,11798,"08 1, 2017"
8279,14937,"03 28, 2014"
6786,694,"01 25, 2015"
5192,5313,"06 27, 2014"
401,15041,"12 13, 2015"
10460,11229,"01 26, 2016"
15280,11168,"11 29, 2015"
11764,3514,"02 15, 2009"
2240,4764,"07 9, 2015"
11096,7056,"08 31, 2016"
781,7379,"09 3, 2014"
5898,11579,"08 15, 2013"
5558,1732,"04 5, 2014"
4434,5114,"11 24, 2015"
13042,8337,"03 25, 2018"
3400,10138,"03 27, 2016"
2594,6246,"10 8, 2016"
6605,4074,"08 14, 2014"
6494,8804,"05 5, 2015"
13980,10554,"04 8, 2017"
14343,14521,"12 19, 2017"
2774,163,"08 21, 2014"
9817,3441,"06 7, 2014"
782,3637,"03 6, 2016"
947,739,"06 23, 2015"
15300,12510,"05 15, 2016"
2399,11820,"03 22, 2016"
12193,11416,"05 9, 2014"
12410,6277,"08 30, 2012"
3949,3098,"08 2, 2014"
6347,9561,"09 12, 2014"
6136,12295,"03 3, 2017"
8274,8226,"01 26, 2014"
5219,10967,"12 22, 2017"
7484,14522,"03 5, 2018"
11556,11160,"05 9, 2018"
5283,13598,"06 16, 2016"
4767,10434,"02 1, 2016"
3604,4234,"09 2, 2016"
11419,12030,"04 25, 2015"
8959,2317,"06 26, 2005"
7345,837,"03 20, 2014"
7951,10758,"01 4, 2015"
7937,2647,"11 30, 2017"
2669,6099,"02 8, 2009"
3736,9931,"01 9, 2015"
12159,11869,"01 15, 2017"
10155,11423,"07 21, 2014"
6498,7910,"11 17, 2014"
10691,4972,"05 15, 2017"
7587,10472,"02 12, 2013"
13846,8456,"04 16, 2018"
3974,7359,"04 25, 2017"
7591,8120,"02 9, 2015"
6567,4064,"08 10, 2010"
527,6659,"05 7, 2010"
11043,2225,"03 25, 2014"
8251,13542,"11 6, 2016"
2032,9731,"02 3, 2015"
7626,895,"10 7, 2014"
12322,3627,"11 1, 2015"
3710,2092,"07 12, 2003"
3000,9063,"01 11, 2012"
8369,4148,"04 24, 2017"
9245,1672,"04 22, 2014"
14209,15089,"05 28, 2015"
5328,5534,"06 26, 2016"
6629,9852,"08 29, 2014"
5527,13181,"08 27, 2013"
8447,13544,"01 25, 2016"
5314,434,"07 13, 2016"
10843,7271,"11 19, 2014"
153,4813,"09 17, 2014"
31,7327,"10 27, 2013"
2853,11472,"07 9, 2014"
11007,5840,"04 25, 2014"
1582,3780,"09 14, 2010"
6009,2065,"07 7, 2014"
7154,7302,"10 1, 2014"
5299,1083,"12 20, 2016"
14455,12449,"03 20, 2016"
6449,1106,"02 26, 2012"
11643,8630,"04 1, 2018"
5567,9559,"03 17, 2014"
11669,9872,"10 1, 2014"
749,4062,"01 11, 2013"
10258,4892,"04 4, 2013"
7664,8731,"01 4, 2013"
11005,7165,"07 28, 2015"
2175,13292,"02 23, 2015"
10125,8029,"04 13, 2017"
13845,6986,"04 8, 2014"
641,14911,"01 3, 2003"
1077,15131,"12 20, 2011"
4553,7001,"10 17, 2013"
2983,1818,"07 3, 2012"
1882,6023,"06 22, 2012"
1153,3100,"05 27, 2014"
3093,2393,"04 2, 2018"
755,1939,"01 30, 2004"
2829,2988,"06 21, 2016"
2027,7523,"11 13, 2017"
7556,879,"01 23, 2013"
2543,12813,"01 24, 2017"
5495,3346,"04 14, 2018"
1557,1607,"03 24, 2014"
3672,8361,"04 26, 2016"
7059,7385,"06 4, 2013"
14060,11777,"01 19, 2018"
7737,12696,"11 4, 2016"
9175,10579,"03 27, 2015"
5117,9682,"06 11, 2013"
10643,6561,"10 17, 2017"
6095,1758,"04 22, 2016"
13636,10049,"11 4, 2013"
4638,5897,"04 20, 2018"
1445,1395,"04 20, 2007"
11448,14767,"05 9, 2013"
225,5424,"12 12, 2009"
6096,2397,"05 27, 2013"
6075,4366,"06 16, 2015"
271,3616,"07 28, 2007"
13958,10943,"11 10, 2013"
9262,5487,"03 30, 2017"
5480,6494,"05 8, 2016"
375,3798,"10 6, 2017"
6207,6242,"03 25, 2014"
4481,10582,"07 26, 2014"
3875,1119,"10 16, 2012"
8530,2169,"05 30, 2016"
1272,557,"09 19, 2015"
10610,5930,"03 18, 2015"
6531,10284,"11 26, 2014"
619,2760,"02 1, 2014"
605,4585,"11 24, 2008"
12115,8134,"12 15, 2014"
8378,11690,"09 21, 2014"
3130,4607,"12 31, 2017"
11612,12305,"05 25, 2016"
12418,7797,"03 18, 2013"
2322,2010,"11 2, 2009"
556,1580,"01 10, 2006"
11988,15035,"06 2, 2014"
8140,15239,"04 21, 2018"
486,9468,"07 9, 2012"
8788,1169,"07 4, 2014"
6450,3865,"09 18, 2013"
2757,9312,"08 31, 2015"
345,10199,"08 26, 2013"
3496,7290,"03 17, 2018"
4737,6050,"11 10, 2015"
5645,4798,"09 9, 2014"
5552,8385,"01 6, 2017"
9825,9366,"10 17, 2014"
11136,7486,"07 19, 2016"
2278,1442,"03 12, 2015"
6749,725,"07 17, 2016"
1379,8519,"07 12, 2016"
10850,2134,"12 15, 2016"
5319,11785,"09 24, 2016"
6304,3727,"12 17, 2013"
7900,2135,"06 8, 2013"
4632,2620,"01 30, 2013"
7318,10560,"02 21, 2013"
6590,12551,"06 19, 2016"
8230,9633,"10 4, 2016"
9564,1450,"03 10, 2014"
14755,10875,"11 21, 2013"
5685,13487,"07 25, 2016"
12314,6741,"11 30, 2012"
9494,5546,"08 14, 2014"
6590,12671,"10 3, 2016"
12001,11710,"09 29, 2014"
14038,10610,"12 14, 2013"
5120,10471,"01 20, 2017"
1445,2063,"05 27, 2013"
1937,10618,"04 15, 2017"
4277,4120,"03 29, 2016"
2126,3777,"11 29, 2013"
13088,6752,"11 14, 2014"
302,2295,"10 16, 2000"
9758,8626,"08 19, 2017"
4368,286,"01 15, 2001"
9826,5480,"10 8, 2012"
9441,11805,"12 1, 2017"
8192,11834,"12 15, 2015"
8690,13381,"11 2, 2014"
469,13234,"02 22, 2012"
11005,7120,"10 17, 2017"
8084,12578,"09 6, 2017"
3507,2123,"10 30, 2013"
2607,9746,"08 5, 2013"
13981,7038,"04 19, 2014"
4926,4115,"11 7, 2015"
8958,1545,"08 22, 2013"
11536,13646,"02 21, 2018"
7664,10768,"04 25, 2013"
4143,5714,"05 16, 2002"
2343,9853,"07 31, 2012"
7728,4420,"06 8, 2015"
7234,10064,"12 22, 2015"
6208,7413,"04 10, 2014"
3755,1762,"09 14, 2017"
2523,14649,"08 27, 2015"
11669,9915,"10 9, 2014"
11593,6913,"09 4, 2017"
14436,7635,"02 12, 2012"
6226,1247,"08 8, 2015"
6143,9676,"03 21, 2014"
12548,3505,"04 6, 2015"
9159,15055,"12 20, 2013"
10633,13108,"10 4, 2012"
10877,4396,"03 8, 2015"
13405,14981,"12 8, 2015"
6615,8497,"10 13, 2015"
3348,11621,"01 31, 2017"
1927,7795,"03 24, 2014"
8595,11433,"08 10, 2014"
